                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.79386,                0.58371,                0.93945,                 0.7965,                0.85425,                0.82086,                0.65389,                0.76986,                0.65467,                0.91829,              0.0012709,              0.0012709,              0.0012709
                     26,                0.80312,                0.57677,                0.93395,                 0.9205,                0.89202,                0.96036,                0.77494,                0.73792,                0.55423,                0.90067,              0.0012544,              0.0012544,              0.0012544
                     27,                0.74145,                0.50387,                0.90158,                 0.9205,                0.89202,                0.96036,                0.77494,                0.73792,                0.55423,                0.90067,              0.0012379,              0.0012379,              0.0012379
                     28,                0.72247,                0.50146,                0.89936,                0.94543,                0.91308,                 0.9606,                0.76775,                0.75367,                0.54647,                0.90794,              0.0012214,              0.0012214,              0.0012214
                     29,                0.75642,                0.50821,                0.91789,                 0.9122,                0.86902,                0.93891,                0.76311,                0.70662,                0.58186,                0.89288,              0.0012049,              0.0012049,              0.0012049
                     30,                0.75634,                0.51161,                  0.917,                 0.9552,                0.96684,                0.98079,                 0.7997,                 0.6884,                0.47303,                 0.8932,              0.0011884,              0.0011884,              0.0011884
                     31,                0.75387,                0.48385,                0.91515,                 0.9552,                0.96684,                0.98079,                 0.7997,                 0.6884,                0.47303,                 0.8932,              0.0011719,              0.0011719,              0.0011719
                     32,                0.71771,                0.48025,                0.89627,                0.96443,                0.95295,                0.97889,                0.78984,                0.71359,                 0.4627,                0.90032,              0.0011554,              0.0011554,              0.0011554
                     33,                0.71074,                0.48509,                0.90496,                0.97655,                0.94515,                0.97921,                 0.8092,                0.68892,                0.45936,                0.89081,              0.0011389,              0.0011389,              0.0011389
                     34,                0.67742,                0.45474,                0.92137,                0.97061,                0.96411,                0.97964,                0.81917,                0.65135,                0.43657,                0.88028,              0.0011224,              0.0011224,              0.0011224
                     35,                0.70332,                0.47119,                0.91569,                0.97061,                0.96411,                0.97964,                0.81917,                0.65135,                0.43657,                0.88028,              0.0011059,              0.0011059,              0.0011059
                     36,                0.68905,                0.43923,                0.88972,                0.96166,                 0.9685,                0.98356,                0.82545,                  0.642,                0.43072,                 0.8742,              0.0010894,              0.0010894,              0.0010894
                     37,                0.70123,                0.44917,                0.89163,                0.97813,                0.97035,                0.98202,                  0.824,                0.66179,                0.42241,                0.87965,              0.0010729,              0.0010729,              0.0010729
                     38,                0.67947,                0.44221,                0.89567,                 0.9583,                0.96935,                0.98042,                0.83426,                0.63715,                0.42651,                0.87341,              0.0010564,              0.0010564,              0.0010564
                     39,                0.65724,                0.45429,                0.88844,                 0.9583,                0.96935,                0.98042,                0.83426,                0.63715,                0.42651,                0.87341,              0.0010399,              0.0010399,              0.0010399
                     40,                0.62421,                0.43991,                0.86681,                0.95129,                0.96684,                0.97448,                0.82064,                 0.6545,                0.45032,                0.87705,              0.0010234,              0.0010234,              0.0010234
                     41,                0.68138,                0.45201,                0.90445,                0.95162,                0.95368,                0.96725,                0.82771,                0.61802,                0.45461,                0.86776,              0.0010069,              0.0010069,              0.0010069
                     42,                0.64502,                0.43559,                0.86626,                0.95661,                0.95654,                0.97278,                0.82707,                0.61359,                  0.439,                0.86642,             0.00099036,             0.00099036,             0.00099036
                     43,                0.67005,                0.44454,                 0.8716,                0.95661,                0.95654,                0.97278,                0.82707,                0.61359,                  0.439,                0.86642,             0.00097386,             0.00097386,             0.00097386
                     44,                0.65399,                0.42917,                0.89046,                0.95911,                0.97239,                0.97464,                0.82744,                0.60343,                 0.4371,                0.86382,             0.00095736,             0.00095736,             0.00095736
                     45,                 0.6536,                0.42329,                0.88174,                0.96195,                0.97053,                0.97166,                0.83428,                0.59646,                0.43574,                0.86585,             0.00094085,             0.00094085,             0.00094085
                     46,                0.62154,                0.40124,                   0.87,                0.95817,                0.97256,                0.96513,                0.82461,                0.61872,                 0.4579,                0.86752,             0.00092435,             0.00092435,             0.00092435
                     47,                0.63791,                0.41515,                0.85708,                0.95817,                0.97256,                0.96513,                0.82461,                0.61872,                 0.4579,                0.86752,             0.00090785,             0.00090785,             0.00090785
                     48,                0.62089,                0.41422,                0.87361,                0.96617,                0.97256,                0.96399,                0.82724,                  0.576,                0.44673,                 0.8565,             0.00089134,             0.00089134,             0.00089134
                     49,                0.60562,                0.40862,                0.87657,                0.96671,                0.97256,                0.96561,                0.83347,                0.56386,                0.42632,                0.85381,             0.00087484,             0.00087484,             0.00087484
                     50,                0.65626,                0.42607,                0.89308,                0.96618,                0.97914,                0.97239,                0.84654,                0.54442,                0.41445,                0.84969,             0.00085834,             0.00085834,             0.00085834
                     51,                0.59026,                0.39963,                0.88919,                0.96618,                0.97914,                0.97239,                0.84654,                0.54442,                0.41445,                0.84969,             0.00084184,             0.00084184,             0.00084184
                     52,                0.61322,                0.38952,                0.87281,                0.96532,                0.97914,                0.97786,                0.84717,                0.56073,                0.41172,                0.85212,             0.00082533,             0.00082533,             0.00082533
                     53,                0.61806,                 0.3954,                0.88978,                0.96442,                0.97793,                0.97959,                0.85141,                0.55298,                0.40876,                0.85346,             0.00080883,             0.00080883,             0.00080883
                     54,                0.59815,                0.38986,                0.85272,                0.96102,                0.97628,                0.98007,                0.85538,                0.54966,                0.40557,                0.85408,             0.00079233,             0.00079233,             0.00079233
                     55,                0.64546,                0.40044,                0.90987,                0.96102,                0.97628,                0.98007,                0.85538,                0.54966,                0.40557,                0.85408,             0.00077582,             0.00077582,             0.00077582
                     56,                0.59598,                0.38909,                0.86368,                0.96623,                0.97724,                0.98082,                0.86497,                0.52348,                0.39858,                 0.8469,             0.00075932,             0.00075932,             0.00075932
                     57,                0.62091,                0.40456,                0.86391,                0.96782,                0.97808,                0.97794,                0.86272,                0.51918,                0.40305,                0.84649,             0.00074282,             0.00074282,             0.00074282
                     58,                0.56872,                0.37824,                0.86015,                0.96659,                0.97914,                0.97894,                0.86298,                 0.5074,                0.38866,                 0.8438,             0.00072631,             0.00072631,             0.00072631
                     59,                   0.57,                 0.3732,                0.86845,                0.96659,                0.97914,                0.97894,                0.86298,                 0.5074,                0.38866,                 0.8438,             0.00070981,             0.00070981,             0.00070981
                     60,                0.56296,                 0.3799,                0.85794,                0.98316,                0.96503,                 0.9787,                0.87138,                0.49344,                0.38779,                0.83786,             0.00069331,             0.00069331,             0.00069331
                     61,                0.56107,                0.36039,                 0.8447,                0.95591,                0.96275,                0.97639,                0.87102,                0.48743,                0.40664,                0.83487,              0.0006768,              0.0006768,              0.0006768
                     62,                0.54315,                0.35217,                0.85403,                0.95716,                0.96549,                0.96814,                0.87072,                0.47896,                0.42446,                0.83169,              0.0006603,              0.0006603,              0.0006603
                     63,                 0.5931,                0.36622,                0.86177,                0.95716,                0.96549,                0.96814,                0.87072,                0.47896,                0.42446,                0.83169,              0.0006438,              0.0006438,              0.0006438
                     64,                0.55969,                0.35911,                0.85715,                0.96245,                 0.9587,                0.97355,                0.88119,                0.45795,                0.40063,                0.82848,             0.00062729,             0.00062729,             0.00062729
                     65,                0.56682,                0.36924,                0.88279,                0.96682,                0.95115,                 0.9773,                0.88719,                0.44734,                0.39231,                 0.8283,             0.00061079,             0.00061079,             0.00061079
                     66,                0.53195,                0.35147,                0.84898,                 0.9547,                0.96983,                0.98217,                0.88869,                0.45036,                0.37273,                0.82724,             0.00059429,             0.00059429,             0.00059429
                     67,                0.52231,                0.35668,                0.84168,                 0.9547,                0.96983,                0.98217,                0.88869,                0.45036,                0.37273,                0.82724,             0.00057778,             0.00057778,             0.00057778
                     68,                0.50619,                0.34333,                0.85371,                0.96294,                0.96845,                0.98505,                0.89165,                0.46381,                0.36125,                0.82944,             0.00056128,             0.00056128,             0.00056128
                     69,                0.53682,                0.34794,                0.84282,                0.96296,                0.97056,                0.98387,                0.89429,                0.45763,                0.35036,                0.83038,             0.00054478,             0.00054478,             0.00054478
                     70,                0.54118,                0.36352,                0.86552,                0.96909,                0.97628,                0.98115,                0.89468,                0.45227,                0.34098,                0.82953,             0.00052827,             0.00052827,             0.00052827
                     71,                 0.5265,                0.34446,                0.84429,                0.96909,                0.97628,                0.98115,                0.89468,                0.45227,                0.34098,                0.82953,             0.00051177,             0.00051177,             0.00051177
                     72,                0.49788,                0.33028,                0.84026,                0.96887,                0.97628,                0.98103,                0.90036,                0.43662,                 0.3378,                0.82509,             0.00049527,             0.00049527,             0.00049527
                     73,                0.48822,                0.32672,                0.85577,                0.96678,                 0.9787,                 0.9839,                0.90802,                0.42876,                0.33094,                0.82244,             0.00047876,             0.00047876,             0.00047876
                     74,                 0.5354,                0.34407,                0.84569,                0.96701,                0.97857,                0.98092,                0.91037,                0.42082,                0.32933,                0.82131,             0.00046226,             0.00046226,             0.00046226
                     75,                 0.5263,                 0.3466,                0.85825,                0.96701,                0.97857,                0.98092,                0.91037,                0.42082,                0.32933,                0.82131,             0.00044576,             0.00044576,             0.00044576
                     76,                0.48273,                 0.3184,                0.84349,                0.96716,                0.97914,                0.97723,                0.90563,                0.40565,                0.33393,                0.81744,             0.00042925,             0.00042925,             0.00042925
                     77,                0.50362,                 0.3456,                0.84143,                0.96675,                0.97914,                 0.9736,                0.90213,                0.40035,                0.33662,                0.81585,             0.00041275,             0.00041275,             0.00041275
                     78,                 0.5215,                0.33242,                0.85224,                0.96716,                0.97914,                0.97492,                0.90801,                 0.3944,                 0.3334,                0.81512,             0.00039625,             0.00039625,             0.00039625
                     79,                0.48347,                0.32132,                 0.8348,                0.96716,                0.97914,                0.97492,                0.90801,                 0.3944,                 0.3334,                0.81512,             0.00037974,             0.00037974,             0.00037974
                     80,                0.50192,                0.33458,                0.83486,                0.96496,                0.97914,                0.97685,                0.91323,                0.38599,                0.32937,                0.81376,             0.00036324,             0.00036324,             0.00036324
                     81,                0.45631,                0.30567,                0.83742,                0.96725,                0.97914,                0.97728,                0.91544,                0.37857,                0.32643,                0.81303,             0.00034674,             0.00034674,             0.00034674
                     82,                0.48439,                0.33598,                0.84469,                0.96696,                0.97914,                0.97751,                0.91442,                 0.3736,                0.32533,                0.81192,             0.00033023,             0.00033023,             0.00033023
                     83,                0.47534,                0.32031,                0.85207,                0.96696,                0.97914,                0.97751,                0.91442,                 0.3736,                0.32533,                0.81192,             0.00031373,             0.00031373,             0.00031373
                     84,                0.45606,                0.32604,                0.82736,                0.96656,                0.97914,                0.97724,                0.91693,                0.37528,                0.32364,                0.81202,             0.00029723,             0.00029723,             0.00029723
                     85,                0.45487,                  0.311,                0.83484,                0.96699,                0.97914,                0.97843,                0.91941,                0.36786,                0.31599,                0.81002,             0.00028072,             0.00028072,             0.00028072
                     86,                0.46493,                0.31172,                0.81858,                0.96705,                  0.978,                0.97965,                0.92277,                0.36114,                0.31529,                0.80862,             0.00026422,             0.00026422,             0.00026422
                     87,                0.47559,                0.32325,                 0.8327,                0.96705,                  0.978,                0.97965,                0.92277,                0.36114,                0.31529,                0.80862,             0.00024772,             0.00024772,             0.00024772
                     88,                0.41964,                0.31078,                0.84858,                0.96711,                 0.9777,                0.98039,                0.92172,                0.36585,                0.31785,                0.80956,             0.00023121,             0.00023121,             0.00023121
                     89,                0.47421,                0.31031,                0.84233,                0.96778,                 0.9757,                0.98196,                0.92192,                0.36671,                0.31606,                0.80977,             0.00021471,             0.00021471,             0.00021471
                     90,                0.44383,                0.30815,                0.83161,                0.96791,                0.97547,                0.98234,                0.92787,                0.35331,                0.30951,                0.80782,             0.00019821,             0.00019821,             0.00019821
                     91,                 0.4129,                0.28347,                0.82255,                0.96791,                0.97547,                0.98234,                0.92787,                0.35331,                0.30951,                0.80782,              0.0001817,              0.0001817,              0.0001817
                     92,                0.40087,                0.27695,                0.81515,                 0.9679,                0.97541,                0.98216,                0.92965,                0.34589,                 0.2997,                0.80664,              0.0001652,              0.0001652,              0.0001652
                     93,                0.39562,                 0.2666,                0.79681,                0.96666,                0.97871,                0.98163,                   0.93,                0.34215,                0.29777,                0.80538,              0.0001487,              0.0001487,              0.0001487
                     94,                0.40428,                0.27262,                0.80201,                0.96673,                0.97911,                0.98098,                0.92933,                0.34066,                0.29643,                0.80533,             0.00013219,             0.00013219,             0.00013219
                     95,                0.41575,                0.27618,                    0.8,                0.96673,                0.97911,                0.98098,                0.92933,                0.34066,                0.29643,                0.80533,             0.00011569,             0.00011569,             0.00011569
                     96,                0.39476,                0.27243,                0.80304,                0.96658,                0.97813,                0.98031,                0.92826,                0.34253,                0.29681,                0.80556,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.38859,                0.26389,                0.79935,                0.96668,                0.97866,                0.98016,                0.92849,                0.34315,                0.29932,                0.80564,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.38931,                0.27583,                0.80797,                0.96678,                0.97848,                   0.98,                0.92811,                0.34244,                0.29917,                0.80567,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.38256,                0.26363,                0.79905,                0.96678,                0.97848,                   0.98,                0.92811,                0.34244,                0.29917,                0.80567,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.37611,                 0.2629,                0.79096,                0.96694,                0.97883,                 0.9793,                0.92691,                0.34258,                 0.2991,                0.80549,             3.3173e-05,             3.3173e-05,             3.3173e-05
