                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.81012,                0.60814,                0.98213,                0.93684,                 0.7783,                0.92208,                0.73569,                0.77379,                0.69255,                 1.0582,             0.00064508,             0.00064508,             0.00064508
                     41,                0.75508,                0.56175,                0.96398,                0.85496,                0.84559,                0.91749,                0.73149,                0.75042,                0.69508,                 1.0431,             0.00064331,             0.00064331,             0.00064331
                     42,                0.79919,                0.64128,                 1.0387,                0.92832,                 0.9241,                0.96498,                0.77884,                0.73043,                0.61708,                 1.0411,             0.00064155,             0.00064155,             0.00064155
                     43,                0.78487,                0.66523,                0.99781,                0.92348,                0.93116,                0.97806,                  0.804,                0.71918,                0.56528,                 1.0454,             0.00063978,             0.00063978,             0.00063978
                     44,                0.75608,                0.59939,                   1.05,                0.93865,                0.92575,                0.97041,                0.78538,                0.71296,                0.59982,                 1.0428,             0.00063801,             0.00063801,             0.00063801
                     45,                0.79347,                0.61237,                 1.0265,                0.91987,                0.92622,                0.96133,                0.77348,                0.70206,                0.59392,                 1.0298,             0.00063625,             0.00063625,             0.00063625
                     46,                0.73326,                0.55042,                0.95598,                 0.9591,                0.89215,                0.96617,                0.78074,                0.69967,                0.54774,                  1.029,             0.00063448,             0.00063448,             0.00063448
                     47,                0.80645,                0.59835,                 1.0256,                0.91733,                0.89166,                0.95318,                0.77986,                0.71834,                0.62261,                 1.0351,             0.00063271,             0.00063271,             0.00063271
                     48,                0.80148,                0.64167,                 1.0182,                0.91177,                0.96463,                0.97074,                 0.7836,                0.72112,                0.58313,                 1.0222,             0.00063094,             0.00063094,             0.00063094
                     49,                0.79065,                0.61017,                 1.0314,                0.93653,                0.95533,                0.97331,                0.78332,                0.72609,                0.57581,                 1.0176,             0.00062918,             0.00062918,             0.00062918
                     50,                0.72712,                0.51986,                 0.9581,                0.93429,                 0.9488,                0.96591,                0.79148,                0.68424,                 0.5605,                 1.0128,             0.00062741,             0.00062741,             0.00062741
                     51,                0.74534,                0.57226,                 1.0057,                0.94539,                0.95608,                0.97788,                0.81526,                0.66836,                0.52853,                  1.022,             0.00062564,             0.00062564,             0.00062564
                     52,                 0.7589,                0.52086,                 1.0115,                0.94657,                0.97461,                0.97529,                0.79809,                0.70683,                0.52764,                 1.0522,             0.00062388,             0.00062388,             0.00062388
                     53,                0.65835,                0.51812,                0.94275,                0.91077,                 0.9637,                 0.9686,                0.79572,                0.70495,                0.53357,                 1.0479,             0.00062211,             0.00062211,             0.00062211
                     54,                0.71277,                0.55411,                0.95652,                0.89967,                0.97786,                0.97587,                0.82268,                0.65769,                0.51668,                 1.0142,             0.00062034,             0.00062034,             0.00062034
                     55,                0.70799,                0.54343,                0.94743,                0.93281,                0.93274,                0.98423,                0.82231,                0.68127,                0.50448,                 1.0136,             0.00061857,             0.00061857,             0.00061857
                     56,                0.72918,                0.48605,                0.95183,                0.93205,                0.95642,                0.97234,                0.80361,                0.68859,                0.50509,                  1.024,             0.00061681,             0.00061681,             0.00061681
                     57,                0.76071,                0.55435,                 1.0151,                0.94333,                0.98627,                0.97941,                0.81405,                0.67225,                0.49592,                 1.0155,             0.00061504,             0.00061504,             0.00061504
                     58,                0.74555,                0.49442,                0.95497,                0.95765,                0.94784,                0.97409,                0.79981,                0.66894,                 0.4737,                 1.0062,             0.00061327,             0.00061327,             0.00061327
                     59,                0.67465,                0.50113,                0.93377,                0.93321,                0.95072,                0.96789,                0.80518,                0.64108,                0.47153,                0.99188,             0.00061151,             0.00061151,             0.00061151
                     60,                0.64931,                0.48341,                0.94801,                0.93509,                0.98069,                0.97267,                0.81603,                0.65296,                0.47295,                0.99008,             0.00060974,             0.00060974,             0.00060974
                     61,                0.72308,                0.57193,                0.99295,                0.91644,                0.97959,                0.97903,                0.82274,                0.63345,                0.48306,                0.97941,             0.00060797,             0.00060797,             0.00060797
                     62,                0.69676,                0.50737,                0.97021,                0.95911,                0.98381,                0.98905,                0.83028,                0.62274,                0.49586,                0.97917,              0.0006062,              0.0006062,              0.0006062
                     63,                 0.6938,                0.54062,                0.96832,                0.97579,                0.98053,                0.99377,                0.82542,                0.66571,                0.47285,                0.99835,             0.00060444,             0.00060444,             0.00060444
                     64,                0.70521,                0.51091,                0.97088,                0.95791,                0.98092,                0.99312,                0.82437,                0.63616,                0.46562,                0.99611,             0.00060267,             0.00060267,             0.00060267
                     65,                0.67948,                0.51042,                0.97119,                0.95922,                0.97055,                0.99113,                0.82638,                0.62331,                0.47599,                0.98589,              0.0006009,              0.0006009,              0.0006009
                     66,                0.73373,                0.53807,                0.95319,                0.97622,                 0.9922,                0.99417,                0.83333,                0.64155,                0.45202,                0.98876,             0.00059914,             0.00059914,             0.00059914
                     67,                0.68925,                0.51906,                0.96945,                0.98002,                0.97861,                0.99424,                0.83978,                0.61869,                0.44139,                0.97269,             0.00059737,             0.00059737,             0.00059737
                     68,                0.68502,                0.47725,                 0.9471,                0.96461,                0.99418,                0.99342,                0.84375,                0.62107,                0.43197,                0.97819,              0.0005956,              0.0005956,              0.0005956
                     69,                0.65969,                0.50847,                0.99519,                0.98465,                0.97434,                0.99327,                0.84037,                0.62054,                0.42613,                0.98119,             0.00059383,             0.00059383,             0.00059383
                     70,                0.66776,                0.45956,                 0.9499,                 0.9506,                0.97935,                0.98973,                0.84958,                0.59293,                0.41608,                0.96058,             0.00059207,             0.00059207,             0.00059207
                     71,                0.69923,                0.53017,                0.98763,                0.94222,                0.97407,                0.98546,                0.85914,                 0.5565,                0.41011,                0.94473,              0.0005903,              0.0005903,              0.0005903
                     72,                0.66833,                0.48868,                0.94824,                0.93752,                0.97032,                0.97924,                0.84188,                0.57458,                0.42379,                0.94994,             0.00058853,             0.00058853,             0.00058853
                     73,                0.62836,                0.50287,                0.93868,                0.92046,                0.97919,                0.97589,                 0.8441,                0.57848,                0.42172,                0.95175,             0.00058677,             0.00058677,             0.00058677
                     74,                0.65424,                0.48728,                0.94225,                0.95195,                 0.9463,                0.97958,                0.84019,                0.57135,                0.41102,                0.94636,               0.000585,               0.000585,               0.000585
                     75,                0.65126,                0.51909,                 0.9774,                 0.9579,                0.97012,                0.98887,                0.85618,                 0.5779,                 0.4222,                0.94262,             0.00058323,             0.00058323,             0.00058323
                     76,                0.66183,                0.51726,                0.93184,                0.92447,                0.99894,                0.98832,                0.84364,                0.58347,                0.45032,                0.94948,             0.00058146,             0.00058146,             0.00058146
                     77,                0.70325,                0.49439,                0.94603,                0.93347,                0.98558,                0.99184,                0.83995,                 0.5638,                0.46376,                0.94189,              0.0005797,              0.0005797,              0.0005797
                     78,                 0.6652,                0.47601,                0.97657,                0.96657,                0.97904,                0.99039,                 0.8554,                0.56813,                0.43885,                0.94639,             0.00057793,             0.00057793,             0.00057793
                     79,                0.64245,                0.48159,                0.93489,                0.96506,                0.96853,                 0.9899,                0.86833,                0.57781,                0.41858,                0.95434,             0.00057616,             0.00057616,             0.00057616
                     80,                0.65335,                0.52259,                0.98208,                0.97769,                0.96991,                0.99262,                 0.8726,                0.55793,                0.40203,                0.94789,              0.0005744,              0.0005744,              0.0005744
                     81,                0.67068,                0.46806,                0.95964,                0.97397,                0.97663,                0.99268,                 0.8706,                0.55106,                0.40519,                0.93856,             0.00057263,             0.00057263,             0.00057263
                     82,                0.64697,                0.44651,                0.95486,                 0.9741,                0.98933,                0.99338,                0.86282,                0.55543,                0.41363,                0.93262,             0.00057086,             0.00057086,             0.00057086
                     83,                0.61711,                 0.4651,                0.93386,                0.96435,                0.97222,                0.99084,                0.86987,                0.56639,                0.41764,                0.94018,             0.00056909,             0.00056909,             0.00056909
                     84,                0.61826,                0.45686,                0.94792,                0.98592,                0.97302,                0.99279,                0.86905,                0.58462,                 0.4207,                0.94605,             0.00056733,             0.00056733,             0.00056733
                     85,                0.63357,                0.49248,                0.95625,                0.98644,                0.96243,                0.99224,                0.87299,                0.56745,                0.43075,                0.93758,             0.00056556,             0.00056556,             0.00056556
                     86,                0.61049,                0.43316,                 0.9387,                0.95266,                0.99338,                0.99079,                0.86856,                0.54285,                0.42175,                0.92962,             0.00056379,             0.00056379,             0.00056379
                     87,                0.63105,                 0.4617,                0.94544,                0.98008,                0.99209,                0.99344,                0.87503,                0.53111,                  0.396,                0.92677,             0.00056203,             0.00056203,             0.00056203
                     88,                0.59077,                0.49004,                0.96909,                0.99121,                0.99603,                0.99482,                0.87876,                0.54167,                0.39339,                0.93749,             0.00056026,             0.00056026,             0.00056026
                     89,                0.60479,                0.45527,                0.90885,                0.94416,                0.99519,                0.98993,                0.86946,                0.54936,                0.40144,                0.94551,             0.00055849,             0.00055849,             0.00055849
                     90,                0.61098,                0.45012,                0.92103,                0.94984,                0.95262,                0.98244,                0.86139,                0.55603,                0.39082,                0.95069,             0.00055672,             0.00055672,             0.00055672
                     91,                0.59687,                0.47023,                0.93549,                0.94708,                0.99914,                0.98969,                0.87534,                0.54738,                0.38897,                0.94742,             0.00055496,             0.00055496,             0.00055496
                     92,                0.60322,                0.49125,                0.95168,                 0.9812,                0.99663,                0.99472,                0.88599,                0.52521,                0.39016,                0.93574,             0.00055319,             0.00055319,             0.00055319
                     93,                 0.5831,                0.44319,                0.91971,                0.98483,                0.99046,                0.99451,                0.87469,                0.52083,                0.39178,                0.93121,             0.00055142,             0.00055142,             0.00055142
                     94,                0.56361,                0.43801,                0.94119,                 0.9856,                0.96984,                0.99338,                0.88086,                0.51759,                0.37305,                0.93572,             0.00054966,             0.00054966,             0.00054966
                     95,                0.59462,                0.46852,                0.92214,                 0.9558,                0.99683,                0.99178,                0.88359,                0.51378,                  0.368,                0.92567,             0.00054789,             0.00054789,             0.00054789
                     96,                0.60014,                0.44641,                0.91145,                0.97913,                0.99671,                0.99443,                0.89909,                0.50424,                0.38696,                0.90727,             0.00054612,             0.00054612,             0.00054612
                     97,                0.61869,                0.45372,                0.95555,                0.98584,                0.99683,                0.99473,                0.88647,                0.51557,                 0.4007,                0.91032,             0.00054435,             0.00054435,             0.00054435
                     98,                0.60188,                0.50034,                0.99045,                0.93644,                0.99788,                0.97388,                0.85607,                0.48868,                0.38128,                0.89878,             0.00054259,             0.00054259,             0.00054259
                     99,                0.53086,                0.39849,                0.90153,                0.95484,                 0.9925,                0.99065,                0.88694,                0.49065,                 0.3657,                0.90816,             0.00054082,             0.00054082,             0.00054082
                    100,                0.55011,                 0.3795,                 0.9207,                0.99014,                0.96665,                0.99219,                 0.8878,                0.51364,                0.37409,                0.91991,             0.00053905,             0.00053905,             0.00053905
                    101,                0.60527,                0.45209,                0.94239,                0.98819,                0.96941,                0.99278,                0.88532,                0.50808,                0.37756,                0.92427,             0.00053728,             0.00053728,             0.00053728
                    102,                0.55725,                0.39452,                0.90753,                0.99117,                0.97196,                 0.9939,                0.89546,                0.49729,                0.37243,                0.91515,             0.00053552,             0.00053552,             0.00053552
                    103,                0.60637,                0.44341,                 0.9582,                0.98465,                0.99018,                0.99484,                0.89659,                0.50309,                0.36881,                0.91537,             0.00053375,             0.00053375,             0.00053375
                    104,                0.55369,                0.40295,                0.90832,                0.99493,                0.98942,                0.99485,                0.90141,                0.48925,                0.36126,                0.91642,             0.00053198,             0.00053198,             0.00053198
                    105,                0.56121,                0.41073,                0.92426,                0.99321,                0.99048,                0.99478,                0.89758,                0.49093,                0.36615,                 0.9153,             0.00053022,             0.00053022,             0.00053022
                    106,                0.59117,                0.44708,                0.93944,                0.98131,                0.99765,                0.99383,                0.89697,                0.49377,                 0.3634,                0.91376,             0.00052845,             0.00052845,             0.00052845
                    107,                0.56107,                0.43998,                0.93122,                0.99227,                 0.9691,                0.99153,                0.89695,                0.48219,                0.35744,                0.91507,             0.00052668,             0.00052668,             0.00052668
                    108,                  0.542,                0.39165,                 0.9215,                0.99158,                 0.9697,                0.98816,                0.87893,                0.49778,                 0.3629,                0.92516,             0.00052491,             0.00052491,             0.00052491
                    109,                0.54772,                0.42744,                 0.9284,                0.97777,                0.97794,                0.98856,                0.88028,                0.48762,                0.36185,                0.91793,             0.00052315,             0.00052315,             0.00052315
                    110,                0.55237,                 0.4436,                0.92944,                0.98409,                0.98108,                0.99383,                0.88655,                0.48368,                0.35714,                0.91087,             0.00052138,             0.00052138,             0.00052138
                    111,                0.58088,                0.42189,                0.93011,                0.98709,                0.99577,                0.99483,                0.88956,                0.49449,                0.35675,                0.91282,             0.00051961,             0.00051961,             0.00051961
                    112,                0.56303,                0.43397,                  0.921,                0.97941,                0.99843,                0.99493,                0.90262,                0.47433,                0.34312,                0.90817,             0.00051785,             0.00051785,             0.00051785
                    113,                0.57842,                0.45584,                 0.9154,                0.98516,                0.99274,                0.99498,                0.89783,                0.47787,                0.36252,                0.91222,             0.00051608,             0.00051608,             0.00051608
                    114,                 0.5242,                0.42255,                0.93998,                0.97514,                0.97963,                0.99405,                0.90122,                 0.4759,                0.37347,                0.91609,             0.00051431,             0.00051431,             0.00051431
                    115,                0.57643,                0.43388,                0.93566,                0.98623,                0.99684,                0.99498,                0.90514,                0.47134,                0.35411,                0.90427,             0.00051254,             0.00051254,             0.00051254
                    116,                0.60194,                0.43956,                0.92985,                0.98069,                0.99375,                0.99472,                0.89813,                0.49914,                0.36543,                0.91786,             0.00051078,             0.00051078,             0.00051078
                    117,                 0.5481,                0.41462,                0.93692,                0.97597,                0.99365,                0.99383,                0.88845,                0.53086,                 0.3823,                0.93916,             0.00050901,             0.00050901,             0.00050901
                    118,                0.53823,                0.42314,                0.90797,                0.96322,                0.99577,                0.99168,                0.89982,                0.49627,                0.36926,                0.90026,             0.00050724,             0.00050724,             0.00050724
                    119,                0.55529,                0.41038,                0.91338,                0.96993,                 0.9912,                0.99085,                0.90313,                0.49501,                0.37398,                0.90751,             0.00050548,             0.00050548,             0.00050548
                    120,                0.53959,                0.41013,                0.91401,                0.97496,                0.98574,                0.99205,                0.89763,                0.48677,                0.37784,                0.90652,             0.00050371,             0.00050371,             0.00050371
                    121,                0.56542,                0.45356,                0.94258,                0.98974,                0.99006,                0.99479,                0.90051,                0.47275,                0.36546,                0.89815,             0.00050194,             0.00050194,             0.00050194
                    122,                0.50539,                0.37997,                0.88622,                0.99647,                0.98836,                0.99487,                 0.9054,                0.46743,                0.35543,                0.89859,             0.00050017,             0.00050017,             0.00050017
                    123,                0.55138,                0.45275,                0.93032,                0.99425,                0.99375,                0.99495,                0.90649,                0.45758,                0.34458,                0.89653,             0.00049841,             0.00049841,             0.00049841
                    124,                 0.5323,                0.40788,                0.93683,                0.99167,                0.99597,                0.99468,                0.90964,                  0.457,                0.34008,                0.89621,             0.00049664,             0.00049664,             0.00049664
                    125,                0.54172,                0.43005,                0.95178,                0.99088,                 0.9962,                 0.9948,                0.91375,                0.45475,                0.34127,                0.89867,             0.00049487,             0.00049487,             0.00049487
                    126,                0.51281,                0.40085,                0.90129,                0.99065,                0.99774,                0.99484,                0.90675,                0.47339,                0.34604,                0.91503,             0.00049311,             0.00049311,             0.00049311
                    127,                0.59921,                0.46388,                0.98606,                0.99364,                0.98581,                0.99467,                0.91007,                0.46553,                  0.357,                0.90064,             0.00049134,             0.00049134,             0.00049134
                    128,                0.51006,                0.38248,                 0.8877,                0.99342,                0.98536,                 0.9946,                0.90517,                0.47121,                0.36102,                0.90253,             0.00048957,             0.00048957,             0.00048957
                    129,                0.56399,                0.44087,                0.94788,                0.99449,                0.98926,                0.99466,                0.90799,                0.46652,                0.36079,                0.90002,              0.0004878,              0.0004878,              0.0004878
                    130,                0.52697,                0.42442,                0.93761,                0.98658,                0.99184,                0.99455,                0.91432,                0.45017,                  0.362,                0.89752,             0.00048604,             0.00048604,             0.00048604
                    131,                0.56237,                0.45294,                0.94837,                0.98485,                0.99005,                0.99486,                0.90978,                 0.4631,                0.35183,                0.90293,             0.00048427,             0.00048427,             0.00048427
                    132,                0.54216,                0.45843,                0.92086,                0.98493,                0.99511,                0.99461,                0.91487,                0.46359,                0.34343,                0.90299,              0.0004825,              0.0004825,              0.0004825
                    133,                0.56565,                0.43005,                 0.9401,                0.98499,                0.99731,                0.99463,                0.91162,                0.46101,                0.34114,                0.90046,             0.00048074,             0.00048074,             0.00048074
                    134,                0.55647,                0.40695,                0.94081,                0.99583,                0.99723,                0.99449,                0.91975,                0.45698,                0.33957,                 0.9118,             0.00047897,             0.00047897,             0.00047897
                    135,                0.51102,                0.39081,                0.92877,                0.99786,                0.99504,                0.99498,                  0.912,                0.45715,                0.33521,                0.90672,              0.0004772,              0.0004772,              0.0004772
                    136,                0.49876,                0.37765,                0.90829,                0.99589,                0.99683,                  0.995,                0.91295,                0.42965,                0.32495,                0.88025,             0.00047543,             0.00047543,             0.00047543
                    137,                0.50922,                0.40619,                0.90028,                0.99522,                0.99257,                0.99491,                0.91453,                0.42449,                0.32552,                0.87935,             0.00047367,             0.00047367,             0.00047367
                    138,                0.53824,                0.42629,                 0.9382,                0.99469,                0.98915,                0.99463,                0.91378,                0.44036,                0.34533,                0.88864,              0.0004719,              0.0004719,              0.0004719
                    139,                0.55427,                0.42348,                0.92941,                0.99557,                0.98946,                0.99482,                0.91692,                0.44836,                0.34302,                0.89038,             0.00047013,             0.00047013,             0.00047013
                    140,                0.52492,                0.40594,                0.91015,                0.99433,                0.99389,                0.99494,                0.91995,                0.42636,                0.34173,                0.88724,             0.00046837,             0.00046837,             0.00046837
                    141,                0.52919,                 0.3973,                0.93882,                 0.9944,                0.99129,                 0.9949,                0.91758,                0.41695,                0.33981,                0.88005,              0.0004666,              0.0004666,              0.0004666
                    142,                0.50468,                0.39773,                0.90755,                0.99397,                0.99915,                0.99497,                0.92533,                 0.4138,                0.33111,                0.88279,             0.00046483,             0.00046483,             0.00046483
                    143,                0.52543,                0.42542,                0.95403,                0.99286,                0.99695,                0.99489,                0.91931,                0.42188,                0.32555,                0.89058,             0.00046306,             0.00046306,             0.00046306
                    144,                0.49686,                0.38963,                0.91354,                0.98028,                0.99963,                0.99443,                0.91517,                0.42127,                0.31761,                0.89134,              0.0004613,              0.0004613,              0.0004613
                    145,                0.50636,                0.38997,                0.88893,                0.98304,                0.99848,                0.99436,                0.91913,                0.40671,                0.31834,                0.88107,             0.00045953,             0.00045953,             0.00045953
                    146,                0.53147,                0.39905,                0.93034,                 0.9958,                0.99739,                 0.9944,                0.91064,                0.42414,                0.31864,                0.88141,             0.00045776,             0.00045776,             0.00045776
                    147,                0.48829,                0.39607,                0.90254,                0.99365,                0.99903,                0.99437,                0.91274,                0.43014,                0.32303,                0.88817,               0.000456,               0.000456,               0.000456
                    148,                0.53842,                0.40136,                0.91674,                0.99394,                0.99819,                0.99471,                0.91393,                0.41561,                0.31817,                0.88357,             0.00045423,             0.00045423,             0.00045423
                    149,                0.52687,                0.40758,                 0.9153,                0.99464,                0.99894,                0.99477,                0.91257,                0.41073,                0.31349,                0.88095,             0.00045246,             0.00045246,             0.00045246
                    150,                 0.5004,                0.36011,                0.89403,                0.99339,                0.99788,                0.99489,                0.91795,                0.39951,                0.30711,                0.87587,             0.00045069,             0.00045069,             0.00045069
                    151,                0.47101,                0.34753,                0.88872,                0.99572,                0.99676,                0.99497,                0.92675,                0.40923,                0.30178,                0.87329,             0.00044893,             0.00044893,             0.00044893
                    152,                0.51501,                0.37578,                0.92511,                0.99597,                0.99921,                0.99497,                0.92963,                0.39637,                0.29241,                0.87035,             0.00044716,             0.00044716,             0.00044716
                    153,                0.44717,                0.36033,                0.88675,                0.99607,                0.99894,                  0.995,                0.93215,                0.38888,                0.28923,                 0.8677,             0.00044539,             0.00044539,             0.00044539
                    154,                0.51256,                0.41147,                0.91981,                0.98541,                0.99894,                0.99416,                0.93615,                0.39766,                0.29128,                0.86738,             0.00044363,             0.00044363,             0.00044363
                    155,                0.49705,                 0.4011,                0.91339,                0.98606,                0.99432,                0.99498,                0.92662,                0.40014,                0.29511,                0.86827,             0.00044186,             0.00044186,             0.00044186
                    156,                0.45286,                 0.3621,                0.89687,                0.99319,                0.99369,                0.99486,                 0.9196,                0.39293,                0.29617,                0.86155,             0.00044009,             0.00044009,             0.00044009
                    157,                0.51644,                0.39662,                0.93076,                0.99323,                0.99617,                0.99487,                0.91782,                0.39822,                0.29415,                0.86297,             0.00043832,             0.00043832,             0.00043832
                    158,                0.47626,                0.36754,                 0.8736,                0.98647,                0.99836,                0.99487,                0.91328,                0.39716,                0.29782,                 0.8691,             0.00043656,             0.00043656,             0.00043656
