                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.85448,                0.57126,                0.92595,                0.92927,                0.86966,                0.94041,                0.74816,                0.81395,                0.57608,                0.93733,              0.0015515,              0.0015515,              0.0015515
                     23,                 0.8494,                0.56743,                0.93993,                0.93076,                0.90763,                0.96062,                0.76248,                0.78708,                0.54857,                0.92082,               0.001546,               0.001546,               0.001546
                     24,                0.75622,                0.59296,                0.89838,                0.93822,                0.87399,                0.94877,                0.74536,                0.82773,                0.57497,                0.93829,              0.0015405,              0.0015405,              0.0015405
                     25,                0.79129,                0.56927,                0.90581,                0.86673,                0.75684,                0.86719,                0.68234,                0.84799,                0.71286,                0.95248,               0.001535,               0.001535,               0.001535
                     26,                0.83832,                0.55265,                0.92882,                0.83659,                0.77949,                0.86187,                0.68051,                0.84729,                0.76301,                0.94616,              0.0015295,              0.0015295,              0.0015295
                     27,                  0.788,                0.57231,                0.91362,                0.78135,                0.74154,                0.79029,                0.61251,                 0.9046,                 0.9599,                0.97214,               0.001524,               0.001524,               0.001524
                     28,                0.81683,                0.59287,                0.90665,                0.72556,                0.75577,                 0.7606,                0.59341,                0.91888,                  1.009,                0.98435,              0.0015185,              0.0015185,              0.0015185
                     29,                0.80648,                0.52945,                0.90378,                0.87033,                 0.8233,                0.89313,                0.67826,                0.85072,                0.68896,                0.93406,               0.001513,               0.001513,               0.001513
                     30,                0.81195,                0.54909,                0.92623,                0.89637,                0.87117,                0.92467,                0.73307,                0.77787,                0.61092,                 0.9131,              0.0015075,              0.0015075,              0.0015075
                     31,                0.88057,                0.78418,                 1.0085,                0.87631,                0.91203,                0.94696,                0.74711,                0.78312,                0.57978,                0.91812,               0.001502,               0.001502,               0.001502
                     32,                0.80466,                0.59289,                0.89895,                0.89211,                0.90296,                0.96203,                0.76622,                  0.784,                0.63693,                0.91981,              0.0014965,              0.0014965,              0.0014965
                     33,                0.81056,                0.55762,                0.93559,                0.95999,                0.95208,                0.96922,                0.76111,                0.76521,                0.56237,                0.92078,               0.001491,               0.001491,               0.001491
                     34,                0.79643,                0.53264,                0.89894,                0.88766,                0.88162,                0.93847,                0.72575,                0.81857,                0.66447,                0.93074,              0.0014855,              0.0014855,              0.0014855
                     35,                0.80163,                0.57414,                 0.9299,                 0.8667,                0.86197,                0.90669,                0.71111,                0.84297,                0.80513,                0.94229,                0.00148,                0.00148,                0.00148
                     36,                0.77968,                0.55152,                0.89971,                0.94161,                0.91956,                0.94727,                0.75853,                 0.7619,                0.63621,                0.91965,              0.0014745,              0.0014745,              0.0014745
                     37,                0.72672,                 0.5379,                0.91036,                0.85275,                 0.8617,                0.91122,                0.73774,                0.72422,                0.63014,                0.90593,               0.001469,               0.001469,               0.001469
                     38,                0.73919,                0.52156,                0.89497,                0.84853,                0.88161,                  0.871,                0.69498,                0.76021,                0.63024,                0.91145,              0.0014635,              0.0014635,              0.0014635
                     39,                0.75176,                0.52783,                0.90554,                0.86824,                0.88205,                0.90663,                0.73776,                0.73695,                0.64578,                0.90692,               0.001458,               0.001458,               0.001458
                     40,                0.81874,                0.52779,                0.95082,                0.91327,                0.87188,                0.94615,                0.76437,                0.72792,                0.58769,                0.90041,              0.0014525,              0.0014525,              0.0014525
                     41,                0.78104,                0.49518,                0.92182,                0.86593,                0.93767,                0.95138,                0.78575,                0.70728,                0.54837,                0.89743,               0.001447,               0.001447,               0.001447
                     42,                0.76776,                0.49796,                0.90631,                0.87322,                0.96752,                0.95159,                0.77255,                 0.7455,                0.52825,                0.90953,              0.0014415,              0.0014415,              0.0014415
                     43,                0.73324,                0.48304,                0.89177,                0.91828,                0.91538,                0.95465,                0.78522,                0.69765,                0.50767,                0.89623,               0.001436,               0.001436,               0.001436
                     44,                0.70427,                0.45932,                0.89719,                0.93885,                0.95728,                0.96304,                0.79512,                0.69037,                0.47735,                0.89161,              0.0014305,              0.0014305,              0.0014305
                     45,                0.70537,                0.44492,                0.88135,                0.94987,                 0.9547,                0.96329,                0.78441,                0.72197,                0.47862,                 0.9016,               0.001425,               0.001425,               0.001425
                     46,                0.71997,                0.44438,                0.88315,                0.95368,                0.95937,                0.96386,                0.78335,                0.72148,                0.47051,                0.90349,              0.0014195,              0.0014195,              0.0014195
                     47,                0.71567,                0.49143,                0.90599,                0.96774,                0.96282,                0.96555,                0.79104,                0.70725,                0.47661,                0.89899,              0.0014139,              0.0014139,              0.0014139
                     48,                0.72449,                0.47213,                0.88451,                0.95071,                0.95846,                0.96297,                0.79443,                0.69376,                0.48301,                0.89441,              0.0014084,              0.0014084,              0.0014084
                     49,                0.72315,                0.47528,                0.87828,                0.95634,                0.95279,                0.95877,                0.78998,                  0.699,                0.49746,                0.89361,              0.0014029,              0.0014029,              0.0014029
                     50,                0.71699,                0.49428,                0.89568,                0.94527,                0.95937,                0.95676,                0.79259,                0.69724,                0.50639,                0.89417,              0.0013974,              0.0013974,              0.0013974
                     51,                0.69362,                0.45081,                0.89148,                0.95442,                0.94631,                0.95701,                0.79634,                0.70233,                 0.4711,                 0.8939,              0.0013919,              0.0013919,              0.0013919
                     52,                  0.717,                 0.4519,                0.90485,                0.95693,                0.95629,                0.95848,                0.80924,                 0.6687,                0.45941,                0.88224,              0.0013864,              0.0013864,              0.0013864
                     53,                0.74528,                0.49554,                0.88256,                0.96218,                0.95617,                0.96235,                 0.8218,                 0.6652,                0.46005,                0.88279,              0.0013809,              0.0013809,              0.0013809
                     54,                0.67577,                0.44842,                0.86597,                 0.9565,                0.95921,                0.95759,                0.81352,                0.64732,                0.46317,                0.87802,              0.0013754,              0.0013754,              0.0013754
                     55,                0.70167,                0.46384,                0.88118,                0.92911,                0.95684,                0.95264,                0.80486,                0.64396,                 0.4944,                0.87614,              0.0013699,              0.0013699,              0.0013699
                     56,                0.66038,                0.44583,                0.88543,                0.94883,                0.96239,                0.95392,                0.81183,                0.63316,                0.46446,                0.87214,              0.0013644,              0.0013644,              0.0013644
                     57,                 0.7285,                0.48521,                0.88419,                0.94322,                0.95655,                0.95557,                0.81784,                0.62227,                0.45433,                0.86898,              0.0013589,              0.0013589,              0.0013589
                     58,                0.66503,                0.44391,                0.87068,                0.95511,                0.96795,                0.96069,                0.82607,                0.61134,                0.42725,                0.86421,              0.0013534,              0.0013534,              0.0013534
                     59,                 0.6806,                0.45181,                0.88341,                0.95316,                0.96692,                0.96298,                0.83568,                0.60954,                0.42235,                0.86439,              0.0013479,              0.0013479,              0.0013479
                     60,                0.61279,                0.41365,                0.86974,                 0.9611,                0.96282,                0.95785,                0.83321,                0.59662,                0.43269,                0.86276,              0.0013424,              0.0013424,              0.0013424
                     61,                0.67637,                0.43426,                 0.8815,                0.95767,                0.97051,                0.95831,                0.81388,                0.62423,                0.44269,                 0.8696,              0.0013369,              0.0013369,              0.0013369
                     62,                0.68512,                0.50049,                 0.8675,                0.95164,                  0.969,                0.95644,                0.81312,                 0.6122,                0.44801,                0.86808,              0.0013314,              0.0013314,              0.0013314
                     63,                0.69486,                0.45194,                0.87727,                0.95271,                0.96256,                0.95844,                0.81998,                0.61423,                0.43732,                0.86483,              0.0013259,              0.0013259,              0.0013259
                     64,                0.67005,                0.42773,                0.89353,                0.96501,                0.95385,                0.96012,                0.81567,                0.62685,                0.43669,                0.86864,              0.0013204,              0.0013204,              0.0013204
                     65,                0.67087,                0.44446,                0.87072,                0.96497,                 0.9594,                0.95946,                0.81239,                0.61607,                0.42633,                0.86672,              0.0013149,              0.0013149,              0.0013149
                     66,                0.64034,                0.42177,                0.88761,                 0.9634,                0.96947,                0.96403,                0.81467,                 0.6164,                0.41165,                0.86437,              0.0013094,              0.0013094,              0.0013094
                     67,                0.62867,                0.40655,                0.87696,                0.96081,                0.96978,                0.97091,                0.81347,                0.63728,                0.41625,                0.87175,              0.0013039,              0.0013039,              0.0013039
                     68,                0.64532,                0.42309,                0.87474,                0.96228,                0.96964,                0.96598,                0.82646,                0.60572,                0.41937,                0.86263,              0.0012984,              0.0012984,              0.0012984
                     69,                0.65014,                0.42005,                0.87106,                0.95922,                0.97051,                0.96107,                0.83376,                 0.5795,                0.43101,                0.85875,              0.0012929,              0.0012929,              0.0012929
                     70,                0.65074,                0.41615,                0.87992,                0.95687,                0.96935,                0.96251,                0.84346,                0.55238,                0.42361,                0.85463,              0.0012874,              0.0012874,              0.0012874
                     71,                0.63745,                0.40847,                0.87303,                0.95417,                0.96586,                0.96198,                0.83441,                0.57972,                0.42674,                0.85781,              0.0012819,              0.0012819,              0.0012819
                     72,                0.67674,                0.43566,                0.87164,                0.96287,                0.97051,                0.95994,                0.82922,                 0.5779,                0.43994,                0.85591,              0.0012764,              0.0012764,              0.0012764
                     73,                0.66896,                0.44613,                0.88162,                0.96235,                0.96417,                0.95992,                0.82834,                0.58263,                0.44566,                0.85914,              0.0012709,              0.0012709,              0.0012709
                     74,                0.64756,                0.40955,                0.85186,                0.95317,                0.96404,                0.96262,                0.83762,                0.58226,                 0.4485,                0.85745,              0.0012654,              0.0012654,              0.0012654
                     75,                0.65301,                0.42336,                0.88751,                0.95468,                0.96969,                0.96418,                0.85151,                0.55749,                0.42402,                0.84999,              0.0012599,              0.0012599,              0.0012599
                     76,                0.61863,                0.38819,                0.86839,                0.95814,                0.96612,                0.96272,                 0.8527,                0.54948,                0.41766,                0.84785,              0.0012544,              0.0012544,              0.0012544
                     77,                0.62612,                0.39755,                 0.8697,                0.96002,                0.96795,                0.96561,                0.85461,                0.55386,                0.42038,                0.84828,              0.0012489,              0.0012489,              0.0012489
                     78,                0.63552,                0.41229,                0.87373,                0.96863,                0.96698,                0.96758,                0.85566,                0.54789,                0.40235,                0.84571,              0.0012434,              0.0012434,              0.0012434
                     79,                0.59701,                0.40741,                 0.8516,                0.96723,                0.97051,                0.96798,                0.86007,                0.55001,                0.39513,                0.84796,              0.0012379,              0.0012379,              0.0012379
                     80,                 0.5643,                0.39098,                0.85161,                0.96602,                0.96883,                0.96538,                0.86451,                0.51143,                0.38967,                0.83917,              0.0012324,              0.0012324,              0.0012324
                     81,                0.57961,                0.37787,                0.85175,                0.96516,                0.96795,                0.96278,                0.85834,                0.52192,                0.39063,                0.83978,              0.0012269,              0.0012269,              0.0012269
                     82,                0.65381,                0.41306,                0.88616,                0.96211,                0.96611,                0.96037,                0.85764,                0.51772,                0.39658,                0.83786,              0.0012214,              0.0012214,              0.0012214
                     83,                0.60374,                0.39455,                0.87064,                0.95967,                0.97051,                 0.9582,                0.85825,                0.51549,                0.39319,                0.83794,              0.0012159,              0.0012159,              0.0012159
                     84,                0.57962,                0.37768,                0.85387,                0.95916,                0.96874,                0.95927,                0.85655,                0.52478,                0.39876,                0.84021,              0.0012104,              0.0012104,              0.0012104
                     85,                0.60939,                0.39505,                0.86564,                0.96626,                0.96729,                0.96232,                0.85414,                0.53386,                0.39685,                0.84383,              0.0012049,              0.0012049,              0.0012049
                     86,                 0.6074,                0.38579,                0.86893,                0.96655,                0.96795,                0.96394,                0.84727,                0.53129,                0.38964,                0.84386,              0.0011994,              0.0011994,              0.0011994
                     87,                0.61465,                0.38616,                0.85126,                0.95751,                0.97027,                0.96542,                0.85614,                0.51566,                0.38807,                0.83978,              0.0011939,              0.0011939,              0.0011939
                     88,                0.61774,                0.39014,                0.87709,                0.95814,                0.97051,                0.96859,                0.85765,                0.53606,                  0.387,                0.84597,              0.0011884,              0.0011884,              0.0011884
                     89,                0.58018,                0.37678,                0.87415,                0.97201,                 0.9688,                0.96987,                0.86853,                0.50777,                0.37524,                0.84082,              0.0011829,              0.0011829,              0.0011829
                     90,                0.57782,                0.36444,                0.87322,                0.97214,                0.97051,                0.97148,                 0.8683,                0.52494,                0.37471,                0.84331,              0.0011774,              0.0011774,              0.0011774
                     91,                0.63018,                0.39966,                 0.8574,                0.97088,                0.97051,                0.97372,                0.86543,                0.53262,                0.37157,                0.84372,              0.0011719,              0.0011719,              0.0011719
                     92,                0.55287,                0.36129,                0.85501,                0.97052,                0.97123,                0.97685,                0.88031,                0.49099,                0.35981,                0.83636,              0.0011664,              0.0011664,              0.0011664
                     93,                0.58733,                0.37391,                0.85405,                0.96903,                0.97308,                0.97969,                0.87562,                0.49219,                0.35607,                  0.838,              0.0011609,              0.0011609,              0.0011609
                     94,                0.57739,                 0.3776,                0.83926,                0.97217,                 0.9693,                0.97824,                0.87618,                0.48971,                0.36734,                0.83686,              0.0011554,              0.0011554,              0.0011554
                     95,                0.53222,                0.35849,                0.85642,                0.97083,                0.96832,                0.97432,                0.86822,                 0.4854,                0.36298,                0.83744,              0.0011499,              0.0011499,              0.0011499
                     96,                0.53235,                0.34913,                0.84049,                0.96553,                0.97051,                 0.9684,                0.87063,                0.48227,                0.36412,                0.83494,              0.0011444,              0.0011444,              0.0011444
                     97,                0.57611,                0.35437,                0.85188,                0.96651,                0.97051,                0.96489,                0.87335,                0.47272,                0.36029,                0.83294,              0.0011389,              0.0011389,              0.0011389
                     98,                0.54592,                0.37051,                0.84902,                0.96643,                0.97051,                0.96372,                0.87588,                0.48149,                0.36697,                0.83639,              0.0011334,              0.0011334,              0.0011334
                     99,                0.52585,                0.34213,                0.84604,                0.96664,                0.97051,                0.96558,                 0.8821,                0.45721,                0.36702,                0.83206,              0.0011279,              0.0011279,              0.0011279
                    100,                0.52498,                0.34035,                0.83273,                0.96671,                0.97051,                0.96706,                0.88004,                0.46678,                0.36304,                 0.8345,              0.0011224,              0.0011224,              0.0011224
                    101,                0.55085,                 0.3591,                0.85461,                0.96697,                0.97051,                0.96903,                0.88619,                0.46119,                0.36029,                0.83133,              0.0011169,              0.0011169,              0.0011169
                    102,                0.53168,                0.35288,                0.84727,                0.96701,                0.97051,                0.96871,                0.88793,                0.44799,                0.35615,                0.82674,              0.0011114,              0.0011114,              0.0011114
                    103,                0.53387,                0.34481,                0.84067,                0.96704,                0.97072,                0.96964,                0.88693,                 0.4596,                0.35617,                0.82705,              0.0011059,              0.0011059,              0.0011059
                    104,                0.53607,                 0.3386,                0.85193,                0.96441,                0.97051,                0.96798,                0.89225,                0.42979,                0.34496,                0.82113,              0.0011004,              0.0011004,              0.0011004
                    105,                0.53054,                0.33866,                0.84233,                0.96756,                0.97051,                 0.9667,                0.88687,                0.43839,                0.34682,                0.82126,              0.0010949,              0.0010949,              0.0010949
                    106,                0.52109,                0.34215,                0.82511,                0.96883,                0.97051,                0.96824,                0.89298,                0.42948,                0.34368,                0.82026,              0.0010894,              0.0010894,              0.0010894
                    107,                0.49068,                0.32053,                0.83447,                0.96945,                0.97154,                0.96818,                0.89338,                0.43421,                0.34526,                0.82109,              0.0010839,              0.0010839,              0.0010839
                    108,                0.51614,                0.33016,                0.83897,                 0.9697,                0.97113,                0.96845,                0.89392,                0.42718,                0.34744,                0.81944,              0.0010784,              0.0010784,              0.0010784
                    109,                 0.5213,                0.34427,                0.83016,                0.96932,                0.97051,                0.97103,                 0.8964,                0.41876,                0.34271,                0.81788,              0.0010729,              0.0010729,              0.0010729
                    110,                0.47422,                0.31831,                0.82031,                0.96943,                0.97051,                0.97152,                0.89697,                0.43753,                0.34419,                0.82196,              0.0010674,              0.0010674,              0.0010674
                    111,                0.51518,                0.33329,                0.84146,                 0.9695,                0.97051,                0.97056,                0.90124,                0.42237,                0.35032,                0.82155,              0.0010619,              0.0010619,              0.0010619
                    112,                 0.5118,                0.33741,                0.84445,                0.96951,                0.97051,                0.96893,                0.89616,                0.41541,                0.34797,                0.81925,              0.0010564,              0.0010564,              0.0010564
                    113,                0.52459,                0.34495,                0.84888,                0.96915,                0.97051,                0.96736,                0.90005,                0.40572,                0.35027,                0.81806,              0.0010509,              0.0010509,              0.0010509
                    114,                0.51977,                 0.3442,                0.84802,                0.96768,                0.97051,                0.96609,                0.90331,                0.41552,                0.35424,                0.82017,              0.0010454,              0.0010454,              0.0010454
                    115,                0.48802,                0.32472,                0.83505,                0.96906,                0.97051,                0.96051,                0.90061,                0.41213,                0.35239,                0.81894,              0.0010399,              0.0010399,              0.0010399
                    116,                0.52548,                0.33557,                0.83251,                0.96694,                0.97051,                0.95904,                0.89028,                0.41401,                0.34925,                0.82055,              0.0010344,              0.0010344,              0.0010344
                    117,                0.52032,                0.32852,                0.84281,                0.96695,                0.97051,                 0.9581,                0.89449,                0.40879,                0.34757,                0.81882,              0.0010289,              0.0010289,              0.0010289
                    118,                0.50553,                0.33237,                0.83247,                0.96702,                0.97051,                0.95751,                0.89512,                0.39957,                0.34398,                0.81578,              0.0010234,              0.0010234,              0.0010234
                    119,                0.43855,                0.30739,                0.82437,                0.96483,                0.97051,                0.96141,                0.89735,                0.39888,                 0.3426,                0.81461,              0.0010179,              0.0010179,              0.0010179
                    120,                0.47759,                0.31636,                0.82344,                0.96478,                0.97051,                0.96219,                0.90271,                0.38355,                0.33353,                0.81147,              0.0010124,              0.0010124,              0.0010124
                    121,                0.51751,                0.32712,                0.83813,                0.96568,                0.97051,                0.96152,                0.89742,                0.39358,                0.33646,                0.81231,              0.0010069,              0.0010069,              0.0010069
                    122,                0.48518,                0.32442,                0.84476,                0.96633,                0.97051,                0.96171,                0.90074,                0.38606,                0.33565,                0.81039,              0.0010014,              0.0010014,              0.0010014
                    123,                0.45456,                0.30546,                0.82983,                0.96674,                0.97051,                 0.9603,                0.89795,                0.37977,                0.33077,                0.80906,             0.00099587,             0.00099587,             0.00099587
                    124,                0.42995,                0.30821,                0.82112,                0.96705,                0.97051,                0.95861,                0.89808,                0.37892,                0.32933,                0.81066,             0.00099036,             0.00099036,             0.00099036
                    125,                  0.459,                0.31114,                0.80607,                0.96708,                0.97051,                0.95591,                0.89626,                0.37577,                0.33576,                0.81089,             0.00098486,             0.00098486,             0.00098486
                    126,                0.44782,                0.31344,                0.82844,                0.96709,                0.97051,                0.95151,                  0.892,                0.37629,                 0.3439,                0.81148,             0.00097936,             0.00097936,             0.00097936
                    127,                0.45168,                0.31311,                 0.8239,                 0.9672,                0.97051,                0.94987,                0.89258,                0.37969,                0.34605,                0.81016,             0.00097386,             0.00097386,             0.00097386
                    128,                 0.4741,                0.31922,                0.82882,                0.96711,                0.97051,                0.95418,                0.89465,                0.38058,                0.34309,                0.80914,             0.00096836,             0.00096836,             0.00096836
                    129,                0.48144,                0.31982,                0.83801,                0.96669,                0.97051,                0.95628,                0.89531,                0.38242,                0.34375,                0.80928,             0.00096286,             0.00096286,             0.00096286
                    130,                0.48415,                0.33953,                0.86041,                0.96695,                0.97051,                0.95768,                0.90244,                 0.3772,                0.34803,                0.80894,             0.00095736,             0.00095736,             0.00095736
                    131,                0.45893,                0.29756,                0.82256,                0.96671,                 0.9701,                0.95645,                0.89274,                0.38787,                 0.3495,                0.81087,             0.00095186,             0.00095186,             0.00095186
                    132,                0.46317,                0.31179,                0.82091,                0.96138,                0.96652,                 0.9601,                0.89899,                0.37905,                 0.3452,                  0.809,             0.00094636,             0.00094636,             0.00094636
                    133,                0.48372,                0.32708,                0.85077,                0.96166,                0.96603,                0.96134,                0.90101,                0.37329,                0.34496,                0.80833,             0.00094085,             0.00094085,             0.00094085
                    134,                0.47561,                0.31486,                0.83407,                0.96165,                0.96586,                0.96157,                0.90148,                0.37118,                0.34763,                0.80894,             0.00093535,             0.00093535,             0.00093535
                    135,                0.45812,                0.30342,                0.82003,                 0.9614,                0.96446,                0.95957,                0.90488,                0.36244,                0.34281,                0.80789,             0.00092985,             0.00092985,             0.00092985
                    136,                0.47283,                0.32236,                0.82917,                0.96258,                0.97049,                0.95651,                0.89557,                0.36702,                0.33977,                0.80926,             0.00092435,             0.00092435,             0.00092435
                    137,                   0.47,                0.31147,                0.83162,                 0.9642,                0.97051,                0.95575,                0.89272,                0.37811,                0.33984,                0.80999,             0.00091885,             0.00091885,             0.00091885
                    138,                 0.4558,                0.30151,                0.82048,                0.96586,                0.97051,                0.95617,                0.90378,                0.37078,                0.33602,                 0.8089,             0.00091335,             0.00091335,             0.00091335
                    139,                0.48026,                0.32037,                0.83559,                0.96676,                0.97051,                0.96044,                0.91088,                 0.3624,                 0.3312,                0.80771,             0.00090785,             0.00090785,             0.00090785
                    140,                0.45924,                0.30663,                0.83073,                 0.9669,                0.97051,                0.96219,                0.90524,                0.37955,                0.32872,                0.80895,             0.00090235,             0.00090235,             0.00090235
                    141,                0.47555,                0.30958,                0.82188,                0.96686,                0.97051,                0.96268,                0.90898,                0.38534,                0.33092,                0.80972,             0.00089685,             0.00089685,             0.00089685
                    142,                0.45289,                0.30649,                0.82691,                0.96694,                0.97051,                0.96022,                0.90096,                0.38244,                0.33377,                0.80943,             0.00089134,             0.00089134,             0.00089134
                    143,                0.44234,                0.29367,                0.83152,                0.96708,                0.97051,                0.96157,                0.90696,                0.37455,                0.33022,                0.80875,             0.00088584,             0.00088584,             0.00088584
                    144,                0.45007,                0.30274,                0.83514,                0.96717,                0.97051,                   0.96,                0.90297,                0.36686,                0.32596,                0.80871,             0.00088034,             0.00088034,             0.00088034
                    145,                0.41387,                0.29201,                0.80947,                0.96716,                0.97051,                0.95961,                0.90177,                0.37667,                 0.3267,                0.81016,             0.00087484,             0.00087484,             0.00087484
                    146,                 0.4532,                0.31111,                 0.8303,                0.96714,                0.97051,                0.95771,                0.89286,                0.39406,                0.32943,                0.81267,             0.00086934,             0.00086934,             0.00086934
                    147,                0.44586,                0.29469,                0.81139,                0.96716,                0.97051,                0.95711,                0.90421,                0.36481,                 0.3118,                0.80796,             0.00086384,             0.00086384,             0.00086384
                    148,                0.43189,                0.28741,                0.82009,                0.96716,                0.97051,                0.95985,                0.91162,                0.34911,                0.30939,                0.80539,             0.00085834,             0.00085834,             0.00085834
                    149,                0.48381,                0.30742,                 0.8279,                0.96717,                0.97051,                0.96335,                0.91806,                0.36029,                0.31013,                  0.806,             0.00085284,             0.00085284,             0.00085284
                    150,                0.44454,                0.30148,                0.82264,                0.96717,                0.97051,                0.96317,                0.91263,                0.36266,                0.31302,                0.80605,             0.00084734,             0.00084734,             0.00084734
                    151,                0.43775,                0.30485,                0.82472,                0.96714,                0.97051,                0.96197,                0.91165,                 0.3559,                0.30915,                0.80479,             0.00084184,             0.00084184,             0.00084184
                    152,                0.44457,                0.30426,                0.80907,                0.96708,                0.97051,                0.96158,                0.91742,                0.33942,                0.30908,                0.80277,             0.00083633,             0.00083633,             0.00083633
                    153,                0.45271,                0.29705,                0.82269,                0.96705,                0.97051,                0.96285,                0.92096,                0.34273,                0.31499,                0.80281,             0.00083083,             0.00083083,             0.00083083
                    154,                0.44853,                0.29426,                0.82186,                0.96697,                0.97051,                0.96059,                0.91312,                0.34691,                0.31568,                0.80361,             0.00082533,             0.00082533,             0.00082533
                    155,                0.41781,                0.29104,                0.81044,                0.96691,                0.97051,                0.95968,                0.91624,                0.34461,                0.31401,                 0.8039,             0.00081983,             0.00081983,             0.00081983
                    156,                0.42897,                 0.2873,                0.81878,                0.96682,                0.97051,                0.96131,                0.91902,                0.34905,                0.31166,                0.80349,             0.00081433,             0.00081433,             0.00081433
                    157,                 0.4515,                 0.2965,                0.82811,                0.96489,                0.97055,                0.96027,                 0.9126,                0.35096,                0.31178,                0.80297,             0.00080883,             0.00080883,             0.00080883
                    158,                0.43827,                 0.2867,                0.83049,                0.96483,                0.97085,                0.95907,                0.91866,                0.33926,                0.31216,                0.80098,             0.00080333,             0.00080333,             0.00080333
                    159,                0.42983,                0.30355,                0.82231,                0.96736,                0.97094,                0.95644,                0.91998,                0.33335,                0.30934,                0.80025,             0.00079783,             0.00079783,             0.00079783
                    160,                0.42301,                0.28008,                0.81675,                0.96486,                  0.971,                0.95708,                 0.9243,                0.32664,                 0.3047,                0.79936,             0.00079233,             0.00079233,             0.00079233
