                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.46645,                0.33593,                0.83353,                0.96383,                0.97051,                0.95313,                0.87867,                0.44375,                0.36859,                0.83322,              0.0014789,              0.0014789,              0.0014789
                    116,                0.49459,                0.34127,                0.83937,                0.96386,                0.97051,                 0.9542,                0.86906,                0.46578,                0.37134,                0.83825,              0.0014772,              0.0014772,              0.0014772
                    117,                0.54534,                0.38741,                0.85766,                0.96152,                0.97051,                0.95178,                0.86062,                0.46718,                0.37452,                0.83773,              0.0014756,              0.0014756,              0.0014756
                    118,                0.52087,                0.36448,                0.86672,                0.96152,                0.97051,                0.95178,                0.86062,                0.46718,                0.37452,                0.83773,              0.0014739,              0.0014739,              0.0014739
                    119,                0.51438,                0.35455,                0.83863,                0.96179,                0.97042,                0.95316,                0.85714,                0.48798,                 0.3796,                0.83998,              0.0014723,              0.0014723,              0.0014723
                    120,                0.51943,                0.35505,                0.83747,                0.95209,                0.97051,                0.95769,                0.87232,                0.44997,                0.37875,                0.83283,              0.0014706,              0.0014706,              0.0014706
                    121,                0.51775,                0.35607,                0.85618,                0.95065,                0.97051,                 0.9625,                 0.8722,                0.46108,                0.37196,                0.83411,               0.001469,               0.001469,               0.001469
                    122,                0.52667,                0.36383,                0.84841,                0.95142,                0.97022,                0.96513,                0.87829,                0.44839,                0.36337,                0.82999,              0.0014673,              0.0014673,              0.0014673
                    123,                0.54526,                 0.3676,                0.84814,                0.95378,                0.97019,                0.96836,                0.88343,                0.44651,                0.36942,                 0.8268,              0.0014657,              0.0014657,              0.0014657
                    124,                0.53868,                0.37869,                0.87598,                 0.9534,                0.97051,                0.96986,                0.87376,                 0.4913,                0.37774,                0.83621,               0.001464,               0.001464,               0.001464
                    125,                0.55333,                0.40442,                0.85858,                0.95327,                0.97051,                0.96906,                0.87182,                0.47488,                0.37528,                0.83265,              0.0014624,              0.0014624,              0.0014624
                    126,                0.52403,                0.36072,                0.86766,                0.95327,                0.97051,                0.96906,                0.87182,                0.47488,                0.37528,                0.83265,              0.0014607,              0.0014607,              0.0014607
                    127,                0.56399,                0.38926,                0.85974,                0.95368,                0.96964,                0.96649,                0.87506,                0.48467,                0.37542,                0.83411,              0.0014591,              0.0014591,              0.0014591
                    128,                0.53952,                0.35554,                 0.8519,                0.96029,                 0.9683,                0.96372,                0.87412,                0.46919,                0.37407,                0.83133,              0.0014574,              0.0014574,              0.0014574
                    129,                0.52903,                0.36254,                0.85765,                0.96294,                0.96795,                0.96107,                 0.8717,                0.48147,                0.36897,                0.83467,              0.0014558,              0.0014558,              0.0014558
                    130,                0.55154,                0.36409,                0.84441,                0.95578,                0.96795,                0.95462,                0.86701,                0.46848,                0.38404,                0.83417,              0.0014541,              0.0014541,              0.0014541
                    131,                 0.5697,                0.36512,                0.85837,                0.95086,                0.95667,                0.94725,                0.86186,                0.45254,                0.40308,                0.83243,              0.0014525,              0.0014525,              0.0014525
                    132,                0.52829,                0.37111,                0.86636,                0.94267,                0.96538,                0.94192,                0.85496,                0.45051,                  0.404,                0.83357,              0.0014508,              0.0014508,              0.0014508
                    133,                0.50232,                0.34822,                0.84459,                0.94612,                0.96282,                0.94002,                0.86143,                0.43969,                0.39387,                0.83227,              0.0014492,              0.0014492,              0.0014492
                    134,                0.49082,                0.33096,                0.84333,                0.94612,                0.96282,                0.94002,                0.86143,                0.43969,                0.39387,                0.83227,              0.0014475,              0.0014475,              0.0014475
                    135,                0.50114,                0.34888,                 0.8553,                0.94728,                0.96282,                0.94119,                0.86097,                0.44399,                0.40442,                0.83174,              0.0014459,              0.0014459,              0.0014459
                    136,                0.48748,                0.33427,                0.84073,                0.95507,                0.96795,                0.95245,                0.87933,                0.42796,                0.36655,                  0.827,              0.0014442,              0.0014442,              0.0014442
                    137,                0.52948,                 0.3469,                0.86203,                0.95748,                0.96877,                0.95262,                0.86259,                0.46484,                 0.3712,                0.83445,              0.0014426,              0.0014426,              0.0014426
                    138,                 0.5168,                0.34613,                0.86064,                0.96184,                0.96998,                0.96135,                0.88411,                0.42478,                0.35279,                0.82454,              0.0014409,              0.0014409,              0.0014409
